TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,Target
641.06,2024-11-04 08:07:21.000000000,Debit,Colorado Springs,ATM,23.0,Student,25.0,1.0,1602.13,2024-11-04 08:07:21.000000000,3
314.55,2024-11-04 08:07:16.000000000,Credit,Dallas,Branch,27.0,Student,19.0,2.0,1105.89,2024-11-04 08:07:16.000000000,3
836.45,2024-11-04 08:12:12.000000000,Debit,Virginia Beach,Online,61.0,Retired,63.0,1.0,1731.89,2024-11-04 08:12:12.000000000,1
189.45,2024-11-04 08:09:31.000000000,Credit,Boston,Branch,53.0,Doctor,62.0,1.0,12578.75,2024-11-04 08:09:31.000000000,4
91.84,2024-11-04 08:08:32.000000000,Credit,Mesa,Branch,67.0,Retired,80.0,1.0,1712.41,2024-11-04 08:08:32.000000000,2
609.52,2024-11-04 08:08:19.000000000,Debit,Washington,ATM,78.0,Retired,169.0,1.0,3485.03,2024-11-04 08:08:19.000000000,1
859.3,2024-11-04 08:06:56.000000000,Credit,Colorado Springs,Branch,78.0,Retired,68.0,1.0,1146.78,2024-11-04 08:06:56.000000000,3
100.01,2024-11-04 08:09:27.000000000,Debit,Philadelphia,ATM,50.0,Doctor,63.0,1.0,6393.12,2024-11-04 08:09:27.000000000,5
28.78,2024-11-04 08:11:39.000000000,Credit,Tucson,Online,40.0,Doctor,51.0,1.0,680.55,2024-11-04 08:11:39.000000000,1
111.08,2024-11-04 08:10:59.000000000,Debit,Chicago,Online,70.0,Doctor,83.0,1.0,7037.34,2024-11-04 08:10:59.000000000,3
470.96,2024-11-04 08:11:10.000000000,Credit,Indianapolis,Online,69.0,Doctor,124.0,2.0,12991.03,2024-11-04 08:11:10.000000000,0
52.23,2024-11-04 08:08:11.000000000,Credit,San Francisco,Branch,28.0,Student,96.0,1.0,105.01,2024-11-04 08:08:11.000000000,1
78.62,2024-11-04 08:08:12.000000000,Debit,Oklahoma City,Branch,32.0,Doctor,52.0,1.0,1360.85,2024-11-04 08:08:12.000000000,2
47.79,2024-11-04 08:11:55.000000000,Debit,Denver,Branch,25.0,Student,37.0,1.0,1649.92,2024-11-04 08:11:55.000000000,3
333.97,2024-11-04 08:11:48.000000000,Debit,Fresno,Branch,52.0,Doctor,45.0,1.0,5237.36,2024-11-04 08:11:48.000000000,0
30.87,2024-11-04 08:10:43.000000000,Debit,Fresno,ATM,33.0,Doctor,295.0,1.0,14348.65,2024-11-04 08:10:43.000000000,0
710.43,2024-11-04 08:08:42.000000000,Debit,San Diego,Online,67.0,Retired,115.0,1.0,5625.55,2024-11-04 08:08:42.000000000,5
220.23,2024-11-04 08:06:33.000000000,Debit,Milwaukee,ATM,41.0,Engineer,48.0,1.0,3438.02,2024-11-04 08:06:33.000000000,2
27.28,2024-11-04 08:09:42.000000000,Debit,Atlanta,ATM,29.0,Doctor,96.0,1.0,10668.24,2024-11-04 08:09:42.000000000,4
101.52,2024-11-04 08:08:38.000000000,Debit,Tucson,ATM,49.0,Engineer,98.0,1.0,2018.9,2024-11-04 08:08:38.000000000,1
162.65,2024-11-04 08:11:20.000000000,Debit,New York,ATM,59.0,Engineer,147.0,1.0,9500.95,2024-11-04 08:11:20.000000000,2
10.52,2024-11-04 08:11:06.000000000,Debit,Kansas City,ATM,55.0,Retired,30.0,1.0,2472.99,2024-11-04 08:11:06.000000000,0
270.72,2024-11-04 08:12:10.000000000,Debit,Los Angeles,Branch,38.0,Doctor,37.0,1.0,6522.47,2024-11-04 08:12:10.000000000,0
202.34,2024-11-04 08:11:25.000000000,Debit,New York,Online,20.0,Student,134.0,1.0,4737.84,2024-11-04 08:11:25.000000000,2
247.58,2024-11-04 08:07:18.000000000,Debit,San Antonio,ATM,39.0,Engineer,152.0,1.0,778.74,2024-11-04 08:07:18.000000000,5
686.17,2024-11-04 08:07:37.000000000,Debit,Denver,ATM,61.0,Retired,112.5,1.0,2246.15,2024-11-04 08:07:37.000000000,3
359.65,2024-11-04 08:09:04.000000000,Credit,Jacksonville,Online,25.0,Student,289.0,1.0,219.53,2024-11-04 08:09:04.000000000,0
109.91,2024-11-04 08:10:57.000000000,Debit,Seattle,Branch,38.0,Doctor,90.0,1.0,12896.06,2024-11-04 08:10:57.000000000,1
215.72,2024-11-04 08:11:54.000000000,Credit,Columbus,Branch,30.0,Engineer,137.0,1.0,8697.11,2024-11-04 08:11:54.000000000,3
490.76,2024-11-04 08:09:44.000000000,Debit,Columbus,Online,66.0,Retired,156.0,1.0,6414.11,2024-11-04 08:09:44.000000000,3
224.28,2024-11-04 08:10:52.000000000,Debit,Chicago,Online,64.0,Retired,68.0,1.0,5767.51,2024-11-04 08:10:52.000000000,3
614.03,2024-11-04 08:08:12.000000000,Debit,Dallas,ATM,68.0,Retired,51.0,1.0,4737.84,2024-11-04 08:08:12.000000000,3
608.79,2024-11-04 08:12:18.000000000,Debit,Fort Worth,Online,55.0,Engineer,157.0,1.0,2991.17,2024-11-04 08:12:18.000000000,0
186.55,2024-11-04 08:07:18.000000000,Debit,Philadelphia,Branch,48.0,Engineer,288.0,1.0,4737.84,2024-11-04 08:07:18.000000000,5
840.16,2024-11-04 08:12:12.000000000,Credit,Colorado Springs,Branch,20.0,Student,68.0,1.0,1236.76,2024-11-04 08:12:12.000000000,3
203.34,2024-11-04 08:09:43.000000000,Debit,Phoenix,ATM,60.0,Doctor,66.0,1.0,13586.99,2024-11-04 08:09:43.000000000,5
90.88,2024-11-04 08:10:50.000000000,Debit,Colorado Springs,ATM,26.0,Engineer,284.0,1.0,7117.35,2024-11-04 08:10:50.000000000,3
60.11,2024-11-04 08:08:09.000000000,Credit,Albuquerque,Branch,61.0,Retired,122.0,1.0,7235.87,2024-11-04 08:08:09.000000000,4
393.92,2024-11-04 08:12:07.000000000,Debit,Memphis,Branch,72.0,Retired,47.0,1.0,7318.64,2024-11-04 08:12:07.000000000,2
19.39,2024-11-04 08:11:24.000000000,Debit,Colorado Springs,ATM,43.0,Doctor,45.0,1.0,9847.6,2024-11-04 08:11:24.000000000,3
557.41,2024-11-04 08:09:54.000000000,Credit,Washington,Online,80.0,Retired,49.0,1.0,2968.75,2024-11-04 08:09:54.000000000,1
57.07,2024-11-04 08:11:35.000000000,Credit,Boston,Online,31.0,Doctor,99.0,1.0,9323.71,2024-11-04 08:11:35.000000000,4
395.27,2024-11-04 08:08:21.000000000,Credit,Miami,Online,18.0,Student,167.0,1.0,1764.08,2024-11-04 08:08:21.000000000,2
289.05,2024-11-04 08:11:58.000000000,Debit,New York,ATM,75.0,Retired,116.0,1.0,5683.49,2024-11-04 08:11:58.000000000,2
46.11,2024-11-04 08:10:44.000000000,Debit,San Francisco,Online,33.0,Doctor,233.0,1.0,5225.73,2024-11-04 08:10:44.000000000,1
335.5,2024-11-04 08:12:23.000000000,Debit,Sacramento,ATM,63.0,Retired,47.0,1.0,6445.4,2024-11-04 08:12:23.000000000,5
388.07,2024-11-04 08:10:37.000000000,Debit,Seattle,Online,24.0,Student,68.0,1.0,289.71,2024-11-04 08:10:37.000000000,1
520.86,2024-11-04 08:08:47.000000000,Credit,Sacramento,Online,51.0,Engineer,66.0,1.0,9200.74,2024-11-04 08:08:47.000000000,5
787.41,2024-11-04 08:06:44.000000000,Debit,Memphis,Online,25.0,Student,39.0,1.0,300.87,2024-11-04 08:06:44.000000000,2
31.7,2024-11-04 08:08:02.000000000,Credit,Raleigh,ATM,48.0,Doctor,121.0,1.0,743.9,2024-11-04 08:08:02.000000000,5
22.3,2024-11-04 08:12:18.000000000,Debit,Philadelphia,ATM,21.0,Student,90.0,1.0,1200.35,2024-11-04 08:12:18.000000000,5
203.12,2024-11-04 08:09:15.000000000,Debit,San Jose,ATM,56.0,Retired,181.0,1.0,1562.39,2024-11-04 08:09:15.000000000,1
315.94,2024-11-04 08:12:09.000000000,Credit,Raleigh,Branch,49.0,Doctor,172.0,1.0,7719.71,2024-11-04 08:12:09.000000000,5
192.23,2024-11-04 08:06:41.000000000,Debit,Albuquerque,Online,54.0,Engineer,39.0,3.0,2610.67,2024-11-04 08:06:41.000000000,4
0.26,2024-11-04 08:07:45.000000000,Debit,Oklahoma City,Online,20.0,Student,173.0,1.0,1833.67,2024-11-04 08:07:45.000000000,2
210.77,2024-11-04 08:11:21.000000000,Debit,Mesa,ATM,71.0,Retired,161.0,1.0,5396.65,2024-11-04 08:11:21.000000000,2
406.65,2024-11-04 08:11:01.000000000,Debit,Mesa,ATM,57.0,Doctor,107.0,1.0,12995.7,2024-11-04 08:11:01.000000000,2
422.9,2024-11-04 08:10:52.000000000,Debit,Tucson,ATM,40.0,Engineer,111.0,1.0,7616.43,2024-11-04 08:10:52.000000000,1
20.62,2024-11-04 08:08:49.000000000,Credit,Philadelphia,ATM,35.0,Doctor,225.0,1.0,12500.8,2024-11-04 08:08:49.000000000,5
174.39,2024-11-04 08:11:01.000000000,Debit,San Francisco,ATM,19.0,Student,36.0,1.0,1127.08,2024-11-04 08:11:01.000000000,1
7.86,2024-11-04 08:07:51.000000000,Credit,Sacramento,Branch,76.0,Retired,91.0,1.0,3621.98,2024-11-04 08:07:51.000000000,5
211.36,2024-11-04 08:08:55.000000000,Debit,Denver,Online,49.0,Engineer,44.0,1.0,5212.28,2024-11-04 08:08:55.000000000,3
54.85,2024-11-04 08:09:36.000000000,Credit,San Francisco,Branch,58.0,Retired,40.0,1.0,2727.45,2024-11-04 08:09:36.000000000,1
204.7,2024-11-04 08:10:26.000000000,Debit,Oklahoma City,Branch,49.0,Doctor,95.0,5.0,5117.03,2024-11-04 08:10:26.000000000,2
16.55,2024-11-04 08:08:11.000000000,Debit,Tucson,Branch,26.0,Engineer,159.0,1.0,6089.79,2024-11-04 08:08:11.000000000,1
91.32,2024-11-04 08:08:22.000000000,Debit,Milwaukee,Branch,58.0,Engineer,77.0,1.0,2618.1,2024-11-04 08:08:22.000000000,2
195.49,2024-11-04 08:08:35.000000000,Debit,Memphis,ATM,31.0,Doctor,112.5,1.0,11988.12,2024-11-04 08:08:35.000000000,2
49.62,2024-11-04 08:07:23.000000000,Debit,Portland,ATM,55.0,Engineer,111.0,1.0,3841.42,2024-11-04 08:07:23.000000000,5
487.16,2024-11-04 08:12:22.000000000,Credit,Los Angeles,Branch,28.0,Student,84.0,1.0,321.21,2024-11-04 08:12:22.000000000,0
405.6,2024-11-04 08:09:24.000000000,Debit,Tucson,Online,37.0,Engineer,44.0,1.0,9754.73,2024-11-04 08:09:24.000000000,1
512.95,2024-11-04 08:10:05.000000000,Debit,Columbus,Branch,57.0,Engineer,143.0,1.0,9584.52,2024-11-04 08:10:05.000000000,3
345.94,2024-11-04 08:11:40.000000000,Debit,Portland,ATM,31.0,Doctor,163.0,1.0,7624.56,2024-11-04 08:11:40.000000000,5
356.56,2024-11-04 08:11:57.000000000,Debit,New York,Online,47.0,Engineer,52.0,1.0,2485.73,2024-11-04 08:11:57.000000000,2
10.31,2024-11-04 08:11:14.000000000,Debit,Louisville,Online,36.0,Engineer,280.0,1.0,2137.9,2024-11-04 08:11:14.000000000,2
211.69,2024-11-04 08:07:50.000000000,Debit,Atlanta,Branch,30.0,Doctor,111.0,1.0,6412.85,2024-11-04 08:07:50.000000000,4
221.49,2024-11-04 08:11:50.000000000,Credit,Oklahoma City,Branch,23.0,Student,196.0,1.0,707.25,2024-11-04 08:11:50.000000000,2
278.23,2024-11-04 08:09:46.000000000,Debit,Fresno,Online,48.0,Engineer,83.0,1.0,8300.54,2024-11-04 08:09:46.000000000,0
116.88,2024-11-04 08:10:02.000000000,Debit,Memphis,ATM,45.0,Doctor,263.0,1.0,7717.34,2024-11-04 08:10:02.000000000,2
328.77,2024-11-04 08:09:57.000000000,Credit,San Diego,Online,39.0,Doctor,247.0,1.0,6967.03,2024-11-04 08:09:57.000000000,5
77.53,2024-11-04 08:07:12.000000000,Debit,Louisville,Branch,54.0,Retired,55.0,1.0,5158.6,2024-11-04 08:07:12.000000000,2
421.74,2024-11-04 08:10:18.000000000,Debit,San Jose,Online,67.0,Doctor,103.0,1.0,12031.14,2024-11-04 08:10:18.000000000,1
313.69,2024-11-04 08:10:23.000000000,Debit,Oklahoma City,Branch,73.0,Retired,152.0,1.0,7093.68,2024-11-04 08:10:23.000000000,2
411.72,2024-11-04 08:11:43.000000000,Debit,Washington,Branch,29.0,Doctor,153.0,1.0,8539.86,2024-11-04 08:11:43.000000000,1
508.73,2024-11-04 08:09:07.000000000,Debit,Chicago,Branch,59.0,Retired,89.0,1.0,7640.57,2024-11-04 08:09:07.000000000,3
153.08,2024-11-04 08:09:29.000000000,Debit,Omaha,ATM,24.0,Student,201.0,1.0,1292.21,2024-11-04 08:09:29.000000000,2
23.01,2024-11-04 08:09:14.000000000,Debit,Las Vegas,Branch,63.0,Retired,166.0,1.0,5958.75,2024-11-04 08:09:14.000000000,0
69.28,2024-11-04 08:11:01.000000000,Debit,Los Angeles,Online,25.0,Student,129.0,1.0,708.74,2024-11-04 08:11:01.000000000,0
51.25,2024-11-04 08:11:52.000000000,Credit,Austin,Branch,28.0,Student,66.0,1.0,1744.4,2024-11-04 08:11:52.000000000,4
407.65,2024-11-04 08:08:37.000000000,Debit,Denver,ATM,25.0,Student,263.0,1.0,273.78,2024-11-04 08:08:37.000000000,3
459.25,2024-11-04 08:11:47.000000000,Debit,Tucson,Branch,25.0,Student,59.0,1.0,130.76,2024-11-04 08:11:47.000000000,1
301.56,2024-11-04 08:10:23.000000000,Debit,Seattle,Branch,49.0,Doctor,118.0,1.0,10389.6,2024-11-04 08:10:23.000000000,1
17.67,2024-11-04 08:10:55.000000000,Debit,San Diego,Online,63.0,Doctor,91.0,1.0,1048.18,2024-11-04 08:10:55.000000000,5
5.29,2024-11-04 08:11:04.000000000,Credit,San Francisco,Online,32.0,Doctor,132.0,1.0,12896.68,2024-11-04 08:11:04.000000000,1
401.37,2024-11-04 08:11:41.000000000,Debit,Los Angeles,Branch,43.0,Engineer,251.0,1.0,8208.54,2024-11-04 08:11:41.000000000,0
145.4,2024-11-04 08:09:52.000000000,Debit,Tucson,Online,38.0,Engineer,24.0,1.0,5244.49,2024-11-04 08:09:52.000000000,1
556.34,2024-11-04 08:07:12.000000000,Debit,Seattle,Online,37.0,Doctor,46.0,1.0,11935.14,2024-11-04 08:07:12.000000000,1
34.31,2024-11-04 08:11:26.000000000,Debit,Philadelphia,ATM,24.0,Student,251.0,1.0,1484.76,2024-11-04 08:11:26.000000000,5
780.59,2024-11-04 08:07:01.000000000,Credit,Tucson,Online,23.0,Student,145.0,1.0,6513.34,2024-11-04 08:07:01.000000000,1
282.65,2024-11-04 08:08:51.000000000,Debit,Fort Worth,ATM,35.0,Doctor,161.0,1.0,13801.15,2024-11-04 08:08:51.000000000,0
305.27,2024-11-04 08:09:31.000000000,Debit,Las Vegas,Online,68.0,Doctor,147.0,1.0,12958.65,2024-11-04 08:09:31.000000000,0
185.81,2024-11-04 08:10:15.000000000,Debit,Austin,Online,32.0,Doctor,116.0,1.0,9588.71,2024-11-04 08:10:15.000000000,4
66.01,2024-11-04 08:07:05.000000000,Debit,Milwaukee,Online,49.0,Student,179.0,1.0,3475.99,2024-11-04 08:07:05.000000000,2
447.95,2024-11-04 08:09:20.000000000,Debit,Tucson,Branch,29.0,Engineer,75.0,1.0,7544.4,2024-11-04 08:09:20.000000000,1
279.3,2024-11-04 08:07:20.000000000,Debit,Oklahoma City,ATM,19.0,Student,48.0,1.0,1193.61,2024-11-04 08:07:20.000000000,2
211.36,2024-11-04 08:07:00.000000000,Debit,Indianapolis,Online,33.0,Doctor,27.0,1.0,12063.77,2024-11-04 08:07:00.000000000,0
611.15,2024-11-04 08:09:23.000000000,Debit,Detroit,ATM,27.0,Student,121.0,1.0,892.83,2024-11-04 08:09:23.000000000,3
275.2,2024-11-04 08:09:50.000000000,Debit,New York,Online,54.0,Engineer,81.0,1.0,1230.12,2024-11-04 08:09:50.000000000,2
427.79,2024-11-04 08:08:54.000000000,Debit,San Jose,Branch,18.0,Student,189.0,1.0,1479.67,2024-11-04 08:08:54.000000000,1
469.13,2024-11-04 08:07:30.000000000,Credit,San Antonio,ATM,54.0,Doctor,139.0,1.0,1265.28,2024-11-04 08:07:30.000000000,5
102.81,2024-11-04 08:08:07.000000000,Debit,Seattle,Branch,76.0,Retired,47.0,1.0,3228.87,2024-11-04 08:08:07.000000000,1
22.61,2024-11-04 08:06:47.000000000,Debit,Seattle,Online,19.0,Student,145.0,1.0,1111.67,2024-11-04 08:06:47.000000000,1
68.28,2024-11-04 08:08:24.000000000,Debit,Boston,Online,56.0,Engineer,293.0,1.0,3213.16,2024-11-04 08:08:24.000000000,4
33.65,2024-11-04 08:07:24.000000000,Credit,New York,Online,63.0,Doctor,146.0,1.0,12719.93,2024-11-04 08:07:24.000000000,2
362.68,2024-11-04 08:06:30.000000000,Credit,Miami,ATM,63.0,Retired,137.0,1.0,2040.77,2024-11-04 08:06:30.000000000,2
73.23,2024-11-04 08:12:22.000000000,Debit,San Francisco,Branch,20.0,Student,172.0,1.0,1309.85,2024-11-04 08:12:22.000000000,1
654.49,2024-11-04 08:08:39.000000000,Credit,Austin,Online,25.0,Student,104.0,1.0,164.61,2024-11-04 08:08:39.000000000,4
18.56,2024-11-04 08:07:40.000000000,Credit,Memphis,Branch,49.0,Engineer,161.0,1.0,4230.37,2024-11-04 08:07:40.000000000,2
389.05,2024-11-04 08:11:28.000000000,Debit,Dallas,ATM,27.0,Student,41.0,1.0,761.0,2024-11-04 08:11:28.000000000,3
7.38,2024-11-04 08:10:18.000000000,Debit,Houston,Online,67.0,Retired,112.5,1.0,2923.83,2024-11-04 08:10:18.000000000,0
109.48,2024-11-04 08:07:26.000000000,Debit,Baltimore,Online,45.0,Retired,93.0,1.0,7372.47,2024-11-04 08:07:26.000000000,4
66.91,2024-11-04 08:10:19.000000000,Debit,Seattle,ATM,39.0,Doctor,85.0,1.0,871.1,2024-11-04 08:10:19.000000000,1
335.48,2024-11-04 08:06:45.000000000,Debit,Oklahoma City,Branch,45.0,Engineer,155.0,1.0,3023.16,2024-11-04 08:06:45.000000000,2
38.14,2024-11-04 08:09:59.000000000,Debit,Albuquerque,Online,19.0,Student,174.0,1.0,1119.21,2024-11-04 08:09:59.000000000,4
360.02,2024-11-04 08:08:53.000000000,Debit,Dallas,Online,68.0,Retired,68.0,1.0,6400.59,2024-11-04 08:08:53.000000000,3
567.71,2024-11-04 08:10:40.000000000,Debit,Memphis,Online,63.0,Doctor,80.0,1.0,13884.24,2024-11-04 08:10:40.000000000,2
218.19,2024-11-04 08:10:27.000000000,Debit,Austin,ATM,19.0,Student,185.0,1.0,620.83,2024-11-04 08:10:27.000000000,4
209.99,2024-11-04 08:11:39.000000000,Debit,Denver,ATM,19.0,Student,40.0,1.0,1938.01,2024-11-04 08:11:39.000000000,3
11.02,2024-11-04 08:06:56.000000000,Debit,Tucson,Branch,19.0,Student,280.0,1.0,964.79,2024-11-04 08:06:56.000000000,1
83.43,2024-11-04 08:11:40.000000000,Debit,New York,Online,56.0,Retired,109.0,1.0,1870.16,2024-11-04 08:11:40.000000000,2
344.97,2024-11-04 08:09:39.000000000,Debit,Austin,Online,34.0,Doctor,106.0,1.0,5577.94,2024-11-04 08:09:39.000000000,4
172.29,2024-11-04 08:08:42.000000000,Debit,El Paso,ATM,36.0,Engineer,283.0,1.0,8700.8,2024-11-04 08:08:42.000000000,3
195.54,2024-11-04 08:09:01.000000000,Debit,Omaha,Online,60.0,Retired,255.0,1.0,2794.66,2024-11-04 08:09:01.000000000,2
101.23,2024-11-04 08:06:42.000000000,Debit,Colorado Springs,Online,45.0,Engineer,87.0,1.0,6169.71,2024-11-04 08:06:42.000000000,3
180.46,2024-11-04 08:11:23.000000000,Debit,Fresno,ATM,25.0,Student,34.0,1.0,831.75,2024-11-04 08:11:23.000000000,0
692.55,2024-11-04 08:12:17.000000000,Debit,Charlotte,Branch,53.0,Retired,109.0,1.0,2451.56,2024-11-04 08:12:17.000000000,4
147.31,2024-11-04 08:07:58.000000000,Credit,Mesa,Online,34.0,Doctor,92.0,1.0,13625.52,2024-11-04 08:07:58.000000000,2
107.48,2024-11-04 08:12:07.000000000,Debit,Los Angeles,Branch,20.0,Student,103.0,1.0,1379.39,2024-11-04 08:12:07.000000000,0
81.51,2024-11-04 08:07:15.000000000,Debit,Washington,Branch,25.0,Student,97.0,1.0,865.49,2024-11-04 08:07:15.000000000,1
365.48,2024-11-04 08:10:38.000000000,Credit,Seattle,Online,76.0,Retired,216.0,1.0,7147.4,2024-11-04 08:10:38.000000000,1
491.1,2024-11-04 08:07:32.000000000,Credit,Houston,Online,35.0,Engineer,125.0,1.0,7833.85,2024-11-04 08:07:32.000000000,0
452.8,2024-11-04 08:07:34.000000000,Debit,Los Angeles,Branch,80.0,Retired,151.0,1.0,4840.67,2024-11-04 08:07:34.000000000,0
645.04,2024-11-04 08:07:29.000000000,Debit,Memphis,Branch,70.0,Retired,78.0,1.0,7361.47,2024-11-04 08:07:29.000000000,2
169.28,2024-11-04 08:11:54.000000000,Debit,Philadelphia,Branch,45.0,Doctor,114.0,1.0,5128.44,2024-11-04 08:11:54.000000000,5
88.42,2024-11-04 08:09:15.000000000,Debit,El Paso,ATM,62.0,Doctor,91.0,1.0,12381.45,2024-11-04 08:09:15.000000000,3
155.53,2024-11-04 08:08:36.000000000,Debit,Baltimore,ATM,29.0,Engineer,66.0,1.0,4008.05,2024-11-04 08:08:36.000000000,4
39.24,2024-11-04 08:11:18.000000000,Debit,Dallas,ATM,77.0,Retired,106.0,1.0,6462.41,2024-11-04 08:11:18.000000000,3
152.01,2024-11-04 08:11:14.000000000,Debit,Fort Worth,ATM,42.0,Engineer,111.0,3.0,4625.12,2024-11-04 08:11:14.000000000,0
78.77,2024-11-04 08:06:41.000000000,Credit,Las Vegas,ATM,48.0,Engineer,50.0,1.0,6470.57,2024-11-04 08:06:41.000000000,0
26.5,2024-11-04 08:07:24.000000000,Debit,Indianapolis,Online,48.0,Engineer,179.0,1.0,4854.83,2024-11-04 08:07:24.000000000,0
83.62,2024-11-04 08:12:06.000000000,Debit,Raleigh,ATM,48.0,Doctor,146.0,1.0,12652.22,2024-11-04 08:12:06.000000000,5
142.78,2024-11-04 08:12:22.000000000,Debit,San Diego,Branch,68.0,Doctor,150.0,1.0,11705.88,2024-11-04 08:12:22.000000000,5
55.99,2024-11-04 08:07:20.000000000,Debit,El Paso,ATM,35.0,Doctor,95.0,1.0,932.61,2024-11-04 08:07:20.000000000,3
774.48,2024-11-04 08:08:33.000000000,Debit,Louisville,Branch,61.0,Doctor,31.0,1.0,11613.58,2024-11-04 08:08:33.000000000,2
105.37,2024-11-04 08:09:44.000000000,Debit,Sacramento,ATM,25.0,Student,160.0,1.0,1068.55,2024-11-04 08:09:44.000000000,5
118.83,2024-11-04 08:08:28.000000000,Debit,Virginia Beach,Online,28.0,Student,295.0,1.0,1616.3,2024-11-04 08:08:28.000000000,1
46.22,2024-11-04 08:08:59.000000000,Debit,San Jose,Branch,23.0,Student,217.0,1.0,471.28,2024-11-04 08:08:59.000000000,1
659.71,2024-11-04 08:09:32.000000000,Credit,San Jose,Branch,21.0,Student,148.0,1.0,106.86,2024-11-04 08:09:32.000000000,1
377.97,2024-11-04 08:11:04.000000000,Debit,Miami,Online,72.0,Retired,160.0,1.0,2457.1,2024-11-04 08:11:04.000000000,2
114.1,2024-11-04 08:11:19.000000000,Debit,Boston,Branch,69.0,Retired,148.0,1.0,5882.12,2024-11-04 08:11:19.000000000,4
11.3,2024-11-04 08:09:25.000000000,Credit,Louisville,Online,55.0,Retired,41.0,1.0,1938.99,2024-11-04 08:09:25.000000000,2
95.5,2024-11-04 08:08:19.000000000,Debit,Omaha,Online,57.0,Retired,17.0,1.0,4079.09,2024-11-04 08:08:19.000000000,2
130.93,2024-11-04 08:11:18.000000000,Credit,Houston,Branch,28.0,Engineer,149.0,1.0,860.12,2024-11-04 08:11:18.000000000,0
272.97,2024-11-04 08:10:58.000000000,Debit,Boston,Online,68.0,Retired,174.0,1.0,7811.31,2024-11-04 08:10:58.000000000,4
73.35,2024-11-04 08:09:57.000000000,Debit,San Francisco,Branch,24.0,Student,47.0,1.0,1181.84,2024-11-04 08:09:57.000000000,1
29.94,2024-11-04 08:12:01.000000000,Debit,San Francisco,ATM,58.0,Doctor,243.0,1.0,10915.54,2024-11-04 08:12:01.000000000,1
307.24,2024-11-04 08:09:50.000000000,Debit,San Jose,ATM,19.0,Student,136.0,2.0,1670.72,2024-11-04 08:09:50.000000000,1
50.52,2024-11-04 08:09:22.439406336,Debit,Boston,Online,20.0,Student,140.0,1.0,1121.19,2024-11-04 08:09:22.439406336,4
820.46,2024-11-04 08:10:23.000000000,Credit,Fort Worth,Online,53.0,Engineer,243.0,1.0,5621.86,2024-11-04 08:10:23.000000000,0
153.07,2024-11-04 08:12:06.000000000,Debit,Detroit,ATM,56.0,Engineer,116.0,1.0,8873.43,2024-11-04 08:12:06.000000000,3
52.94,2024-11-04 08:11:08.000000000,Debit,Tucson,Branch,41.0,Doctor,146.0,1.0,6990.92,2024-11-04 08:11:08.000000000,1
384.41,2024-11-04 08:10:13.000000000,Debit,Jacksonville,ATM,60.0,Engineer,65.0,1.0,7831.56,2024-11-04 08:10:13.000000000,0
235.42,2024-11-04 08:11:06.000000000,Debit,Phoenix,Branch,51.0,Retired,175.0,1.0,6173.23,2024-11-04 08:11:06.000000000,5
114.23,2024-11-04 08:06:35.000000000,Debit,Dallas,ATM,56.0,Doctor,64.0,1.0,9523.72,2024-11-04 08:06:35.000000000,3
12.62,2024-11-04 08:09:03.000000000,Debit,El Paso,Branch,33.0,Doctor,61.0,1.0,6420.47,2024-11-04 08:09:03.000000000,3
373.52,2024-11-04 08:11:16.000000000,Debit,Colorado Springs,ATM,35.0,Engineer,235.0,1.0,6430.41,2024-11-04 08:11:16.000000000,3
336.05,2024-11-04 08:12:13.000000000,Debit,San Antonio,Branch,28.0,Student,164.0,1.0,1635.05,2024-11-04 08:12:13.000000000,5
366.93,2024-11-04 08:11:33.000000000,Debit,Houston,Online,66.0,Retired,33.0,1.0,6697.79,2024-11-04 08:11:33.000000000,0
112.27,2024-11-04 08:11:23.000000000,Debit,Seattle,Branch,58.0,Doctor,102.0,1.0,7369.89,2024-11-04 08:11:23.000000000,1
494.96,2024-11-04 08:08:34.000000000,Debit,Sacramento,ATM,40.0,Engineer,132.0,1.0,6903.68,2024-11-04 08:08:34.000000000,5
561.58,2024-11-04 08:06:32.000000000,Debit,Sacramento,Online,65.0,Doctor,23.0,1.0,11748.86,2024-11-04 08:06:32.000000000,5
440.94,2024-11-04 08:11:22.000000000,Debit,San Antonio,Online,42.0,Doctor,148.0,1.0,7303.23,2024-11-04 08:11:22.000000000,5
71.9,2024-11-04 08:12:07.000000000,Debit,Los Angeles,Branch,29.0,Doctor,51.0,1.0,10619.35,2024-11-04 08:12:07.000000000,0
256.66,2024-11-04 08:06:55.000000000,Credit,Raleigh,Online,54.0,Retired,137.0,1.0,1794.5,2024-11-04 08:06:55.000000000,5
166.55,2024-11-04 08:09:36.000000000,Credit,Houston,Branch,59.0,Doctor,99.0,1.0,12970.21,2024-11-04 08:09:36.000000000,0
276.26,2024-11-04 08:11:47.000000000,Debit,Louisville,Branch,56.0,Doctor,143.0,1.0,120.89,2024-11-04 08:11:47.000000000,2
35.46,2024-11-04 08:10:12.000000000,Debit,Indianapolis,ATM,67.0,Doctor,164.0,1.0,5692.31,2024-11-04 08:10:12.000000000,0
38.14,2024-11-04 08:07:16.000000000,Debit,Portland,Branch,50.0,Engineer,165.0,1.0,9879.87,2024-11-04 08:07:16.000000000,5
